date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:23:26	50731/50731	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/js/bootstrap.min.js	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/js/bootstrap.min.js	(from http://brandio.io/envato/iofrm/html/login8.html)
20:23:26	864/864	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/js/main.js	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/js/main.js	(from http://brandio.io/envato/iofrm/html/login8.html)
20:23:33	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:26%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:37	55144/55144	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2008%20Oct%202021%2014:23:27%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.woff2	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.woff2	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:38	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:27%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot?	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400d41d.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:45	511707/511707	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:23:37%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.svg	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:45	64392/64392	---MCZ	200	added ('OK')	application/font-woff	date:Fri,%2008%20Oct%202021%2014:23:29%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.woff	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.woff	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:45	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:38%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.eot	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:48	12216/12216	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2008%20Oct%202021%2014:23:45%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.woff2	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400.woff2	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:48	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:45%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.eot?	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400d41d.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:49	14672/14672	---MCZ	200	added ('OK')	application/font-woff	date:Fri,%2008%20Oct%202021%2014:23:46%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.woff	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400.woff	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:51	99468/99468	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2008%20Oct%202021%2014:23:33%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.ttf	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.ttf	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:51	103937/103937	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:23:48%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400.svg	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:52	30560/30560	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2008%20Oct%202021%2014:23:48%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-regular-400.ttf	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-regular-400.ttf	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:59	44068/44068	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2008%20Oct%202021%2014:23:51%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.woff2	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900.woff2	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:23:59	115148/115148	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:50%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.eot	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:24:00	115148/115148	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2008%20Oct%202021%2014:23:51%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.eot?	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900d41d.eot	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:24:01	55484/55484	---MCZ	200	added ('OK')	application/font-woff	date:Fri,%2008%20Oct%202021%2014:23:52%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.woff	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900.woff	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:24:07	3606/3606	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:24:03%20GMT	http://brandio.io/envato/iofrm/html/images/logo-dark.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/logo-dark.svg	(from http://brandio.io/envato/iofrm/html/css/iofrm-style.css)
20:24:07	420283/420283	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:24:00%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900.svg	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:24:09	2439/2439	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login1.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:09	2538/2538	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login2.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login2.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:13	32232/32232	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form1.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form1.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:14	26233/26233	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form2.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form2.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:14	2947/2947	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login3.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login3.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:15	2497/2497	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login4.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login4.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:18	24092/24092	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form3.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form3.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:18	114928/114928	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2008%20Oct%202021%2014:23:59%20GMT	http://brandio.io/envato/iofrm/html/webfonts/fa-solid-900.ttf	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/webfonts/fa-solid-900.ttf	(from http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
20:24:18	2497/2497	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login5.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login5.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:19	24670/24670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form4.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form4.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:20	2497/2497	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login6.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login6.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:21	2497/2497	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login7.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login7.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:24	23540/23540	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form6.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form6.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:25	21281/21281	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form7.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form7.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:26	2608/2608	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login9.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login9.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:26	26982/26982	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form5.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form5.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:27	25140/25140	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form8.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form8.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:27	2401/2401	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login10.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login10.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:29	2401/2401	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login11.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login11.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:29	25335/25335	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form9.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form9.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:30	14680/14680	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form10.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form10.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:30	2401/2401	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login12.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login12.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:30	11272/11272	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form11.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form11.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:31	2722/2722	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login13.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login13.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:32	2475/2475	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login14.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login14.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:32	12577/12577	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form12.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form12.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:33	17874/17874	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form13.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form13.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:34	2722/2722	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login15.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login15.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:34	11933/11933	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form14.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form14.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:35	3953/3953	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/profile1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/profile1.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:36	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login16.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login16.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:36	14202/14202	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form15.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form15.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:37	19034/19034	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form15-p.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form15-p.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:38	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login17.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login17.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:38	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login18.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login18.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:40	21478/21478	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form16.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form16.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:42	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login19.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login19.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:42	24505/24505	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form18.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form18.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:43	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login20.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login20.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:45	18830/18830	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form19.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form19.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:45	47681/47681	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form17.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form17.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:45	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login21.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login21.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:46	2589/2589	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/login22.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/login22.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:46	20446/20446	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form20.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form20.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:47	5588/5588	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/job-app1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/job-app1.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:48	20390/20390	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form21.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form21.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:49	19042/19042	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form22.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form22.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:50	5581/5581	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/job-app2.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/job-app2.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:51	7010/7010	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/payment1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/payment1.html	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:55	21217/21217	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form25.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form25.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:56	55555/55555	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form23.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form23.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:57	53946/53946	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form24.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form24.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:24:57	2911/2911	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/contact1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/contact1.html	(from http://brandio.io/envato/iofrm/html/index.html)
